"IGF1R"	"'Changes in gene activity reduce non-mammalian lifespan'"
"IGF1R"	"'Regulation of genes associated with aging'"
"TXN"	"'Regulation of genes associated with aging'"
"TXN"	"'Changes in gene activity extend non-mammalian lifespan'"
"TXN"	"'Changes in gene activity extend mammalian lifespan'"
"TXN"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TXN"	"'Changes in gene activity protect against age-related impairment'"
"TXN"	"'Changes in gene activity enhance age-related deterioration'"
"TXN"	"'Association of genetic variants and gene expression levels with longevity'"
"TXN"	"'Changes in gene activity reduce non-mammalian lifespan'"
"KL"	"'Changes in gene activity extend mammalian lifespan'"
"KL"	"'Association of genetic variants and gene expression levels with longevity'"
"KL"	"'Age-related changes in gene expression, methylation or protein activity'"
"KL"	"'Changes in gene activity protect against age-related impairment'"
"KL"	"'Changes in gene activity enhance age-related deterioration'"
"KL"	"'Regulation of genes associated with aging'"
"KL"	"'Changes in gene activity reduce mammalian lifespan'"
"E2F1"	"'Age-related changes in gene expression, methylation or protein activity'"
"E2F1"	"'Regulation of genes associated with aging'"
"E2F1"	"'Changes in gene activity protect against age-related impairment'"
"E2F1"	"'Changes in gene activity extend non-mammalian lifespan'"
"PTPN11"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NFKB2"	"'Age-related changes in gene expression, methylation or protein activity'"
"STAT5B"	"'Regulation of genes associated with aging'"
"STAT5B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"STAT5B"	"'Changes in gene activity reduce non-mammalian lifespan'"
"STAT3"	"'Age-related changes in gene expression, methylation or protein activity'"
"STAT3"	"'Regulation of genes associated with aging'"
"STAT3"	"'Association of genetic variants and gene expression levels with longevity'"
"STAT5A"	"'Association of genetic variants and gene expression levels with longevity'"
"NRG1"	"'Age-related changes in gene expression, methylation or protein activity'"
"NRG1"	"'Regulation of genes associated with aging'"
"NRG1"	"'Changes in gene activity enhance age-related deterioration'"
"NRG1"	"'Changes in gene activity protect against age-related impairment'"
"HDAC3"	"'Age-related changes in gene expression, methylation or protein activity'"
"HDAC3"	"'Regulation of genes associated with aging'"
"HDAC3"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"HDAC3"	"'Changes in gene activity protect against age-related impairment'"
"GH1"	"'Changes in gene activity extend mammalian lifespan'"
"GH1"	"'Age-related changes in gene expression, methylation or protein activity'"
"GH1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"GH1"	"'Regulation of genes associated with aging'"
"GH1"	"'Changes in gene activity protect against age-related impairment'"
"GH1"	"'Changes in gene activity enhance age-related deterioration'"
"GH1"	"'Changes in gene activity reduce mammalian lifespan'"
"GH1"	"'Association of genetic variants and gene expression levels with longevity'"
"IL7R"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"IGF1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"IGF1"	"'Regulation of genes associated with aging'"
"IGF1"	"'Changes in gene activity extend mammalian lifespan'"
"IGF1"	"'Changes in gene activity protect against age-related impairment'"
"IGF1"	"'Changes in gene activity reduce mammalian lifespan'"
"IGF1"	"'Changes in gene activity enhance age-related deterioration'"
"IGF1"	"'Changes in gene activity extend non-mammalian lifespan'"
"IGF2"	"'Age-related changes in gene expression, methylation or protein activity'"
"IGF2"	"'Association of genetic variants and gene expression levels with longevity'"
"IGF2"	"'Changes in gene activity extend non-mammalian lifespan'"
"INS"	"'Changes in gene activity extend non-mammalian lifespan'"
"INS"	"'Association of genetic variants and gene expression levels with longevity'"
"INS"	"'Regulation of genes associated with aging'"
"NGF"	"'Age-related changes in gene expression, methylation or protein activity'"
"NGF"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NGF"	"'Regulation of genes associated with aging'"
"NGF"	"'Changes in gene activity protect against age-related impairment'"
"IRS1"	"'Changes in gene activity extend mammalian lifespan'"
"IRS1"	"'Age-related changes in gene expression, methylation or protein activity'"
"IRS1"	"'Changes in gene activity protect against age-related impairment'"
"IRS1"	"'Regulation of genes associated with aging'"
"IRS1"	"'Changes in gene activity extend non-mammalian lifespan'"
"IRS1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"IRS1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PTPN1"	"'Age-related changes in gene expression, methylation or protein activity'"
"PTPN1"	"'Regulation of genes associated with aging'"
"PTPN1"	"'Changes in gene activity protect against age-related impairment'"
"PTPN1"	"'Changes in gene activity reduce mammalian lifespan'"
"PTPN1"	"'Association of genetic variants and gene expression levels with longevity'"
"IRS2"	"'Changes in gene activity extend mammalian lifespan'"
"IRS2"	"'Changes in gene activity protect against age-related impairment'"
"IRS2"	"'Changes in gene activity reduce mammalian lifespan'"
"IRS2"	"'Changes in gene activity enhance age-related deterioration'"
"IRS2"	"'Association of genetic variants and gene expression levels with longevity'"
"IRS2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"IRS2"	"'Changes in gene activity extend non-mammalian lifespan'"
"IRS2"	"'Changes in gene activity reduce non-mammalian lifespan'"
"AKT1"	"'Changes in gene activity extend non-mammalian lifespan'"
"AKT1"	"'Changes in gene activity extend mammalian lifespan'"
"AKT1"	"'Age-related changes in gene expression, methylation or protein activity'"
"AKT1"	"'Changes in gene activity protect against age-related impairment'"
"AKT1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"AKT1"	"'Changes in gene activity enhance age-related deterioration'"
"AKT1"	"'Regulation of genes associated with aging'"
"AKT1"	"'Association of genetic variants and gene expression levels with longevity'"
"PIK3CB"	"'Changes in gene activity extend non-mammalian lifespan'"
"PIK3CB"	"'Changes in gene activity reduce non-mammalian lifespan'"
"NGFR"	"'Regulation of genes associated with aging'"
"NGFR"	"'Changes in gene activity protect against age-related impairment'"
"NGFR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"HRAS"	"'Changes in gene activity protect against age-related impairment'"
"HRAS"	"'Changes in gene activity enhance age-related deterioration'"
"HRAS"	"'Changes in gene activity reduce non-mammalian lifespan'"
"HRAS"	"'Association of genetic variants and gene expression levels with longevity'"
"MYC"	"'Changes in gene activity extend mammalian lifespan'"
"MYC"	"'Changes in gene activity protect against age-related impairment'"
"MYC"	"'Changes in gene activity reduce non-mammalian lifespan'"
"MYC"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"EGFR"	"'Association of genetic variants and gene expression levels with longevity'"
"EGFR"	"'Age-related changes in gene expression, methylation or protein activity'"
"EGFR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"EGFR"	"'Regulation of genes associated with aging'"
"EGFR"	"'Changes in gene activity enhance age-related deterioration'"
"ERBB2"	"'Changes in gene activity protect against age-related impairment'"
"ERBB2"	"'Changes in gene activity enhance age-related deterioration'"
"ERBB2"	"'Changes in gene activity reduce mammalian lifespan'"
"INSR"	"'Changes in gene activity extend mammalian lifespan'"
"INSR"	"'Changes in gene activity extend non-mammalian lifespan'"
"INSR"	"'Age-related changes in gene expression, methylation or protein activity'"
"INSR"	"'Changes in gene activity protect against age-related impairment'"
"INSR"	"'Association of genetic variants and gene expression levels with longevity'"
"INSR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"INSR"	"'Changes in gene activity reduce non-mammalian lifespan'"
"NBN"	"'Regulation of genes associated with aging'"
"NBN"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"NBN"	"'Association of genetic variants and gene expression levels with longevity'"
"NBN"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"JUND"	"'Age-related changes in gene expression, methylation or protein activity'"
"JUND"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"JUND"	"'Changes in gene activity protect against age-related impairment'"
"JUND"	"'Changes in gene activity reduce mammalian lifespan'"
"JUND"	"'Changes in gene activity enhance age-related deterioration'"
"IL2"	"'Age-related changes in gene expression, methylation or protein activity'"
"IL2"	"'Changes in gene activity reduce mammalian lifespan'"
"PDGFB"	"'Age-related changes in gene expression, methylation or protein activity'"
"PDGFB"	"'Regulation of genes associated with aging'"
"PDGFB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FOS"	"'Age-related changes in gene expression, methylation or protein activity'"
"FOS"	"'Changes in gene activity reduce non-mammalian lifespan'"
"FOS"	"'Changes in gene activity enhance age-related deterioration'"
"PDGFRB"	"'Association of the gene with accelerated aging in humans'"
"PDGFRB"	"'Age-related changes in gene expression, methylation or protein activity'"
"PDGFRB"	"'Changes in gene activity enhance age-related deterioration'"
"EPOR"	"'Age-related changes in gene expression, methylation or protein activity'"
"SST"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PRKCD"	"'Age-related changes in gene expression, methylation or protein activity'"
"PRKCD"	"'Changes in gene activity protect against age-related impairment'"
"PRKCD"	"'Association of genetic variants and gene expression levels with longevity'"
"PRKCD"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PPARA"	"'Age-related changes in gene expression, methylation or protein activity'"
"PPARA"	"'Regulation of genes associated with aging'"
"PPARA"	"'Changes in gene activity protect against age-related impairment'"
"PPARA"	"'Changes in gene activity reduce mammalian lifespan'"
"PPARA"	"'Changes in gene activity enhance age-related deterioration'"
"RET"	"'Age-related changes in gene expression, methylation or protein activity'"
"RET"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RET"	"'Changes in gene activity enhance age-related deterioration'"
"PLCG2"	"'Association of genetic variants and gene expression levels with longevity'"
"PEX5"	"'Age-related changes in gene expression, methylation or protein activity'"
"PEX5"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"PEX5"	"'Changes in gene activity extend non-mammalian lifespan'"
"TCF3"	"'Association of genetic variants and gene expression levels with longevity'"
"TCF3"	"'Changes in gene activity extend non-mammalian lifespan'"
"TCF3"	"'Age-related changes in gene expression, methylation or protein activity'"
"TCF3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TCF3"	"'Changes in gene activity enhance age-related deterioration'"
"PARP1"	"'Association of genetic variants and gene expression levels with longevity'"
"PARP1"	"'Age-related changes in gene expression, methylation or protein activity'"
"PARP1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PARP1"	"'Regulation of genes associated with aging'"
"PARP1"	"'Changes in gene activity protect against age-related impairment'"
"PARP1"	"'Changes in gene activity reduce mammalian lifespan'"
"PARP1"	"'Changes in gene activity enhance age-related deterioration'"
"BRCA1"	"'Age-related changes in gene expression, methylation or protein activity'"
"BRCA1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"BRCA1"	"'Association of genetic variants and gene expression levels with longevity'"
"BRCA1"	"'Changes in gene activity reduce mammalian lifespan'"
"BRCA1"	"'Changes in gene activity enhance age-related deterioration'"
"PIN1"	"'Regulation of genes associated with aging'"
"PIN1"	"'Changes in gene activity enhance age-related deterioration'"
"PTEN"	"'Changes in gene activity extend mammalian lifespan'"
"PTEN"	"'Age-related changes in gene expression, methylation or protein activity'"
"PTEN"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PTEN"	"'Regulation of genes associated with aging'"
"PTEN"	"'Changes in gene activity reduce mammalian lifespan'"
"PTEN"	"'Changes in gene activity reduce non-mammalian lifespan'"
"PTEN"	"'Changes in gene activity extend non-mammalian lifespan'"
"PTEN"	"'Changes in gene activity protect against age-related impairment'"
"PTEN"	"'Association of genetic variants and gene expression levels with longevity'"
"CREBBP"	"'Age-related changes in gene expression, methylation or protein activity'"
"CREBBP"	"'Changes in gene activity reduce non-mammalian lifespan'"
"CREBBP"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"HIF1A"	"'Changes in gene activity extend non-mammalian lifespan'"
"HIF1A"	"'Age-related changes in gene expression, methylation or protein activity'"
"HIF1A"	"'Regulation of genes associated with aging'"
"HIF1A"	"'Changes in gene activity protect against age-related impairment'"
"HIF1A"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RPA1"	"'Association of the gene with accelerated aging in humans'"
"RPA1"	"'Regulation of genes associated with aging'"
"RPA1"	"'Changes in gene activity extend non-mammalian lifespan'"
"RPA1"	"'Association of genetic variants and gene expression levels with longevity'"
"BLM"	"'Association of the gene with accelerated aging in humans'"
"BLM"	"'Changes in gene activity reduce non-mammalian lifespan'"
"BLM"	"'Regulation of genes associated with aging'"
"BLM"	"'Changes in gene activity enhance age-related deterioration'"
"BCL2"	"'Age-related changes in gene expression, methylation or protein activity'"
"BCL2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"S100B"	"'Age-related changes in gene expression, methylation or protein activity'"
"S100B"	"'Regulation of genes associated with aging'"
"S100B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"VCP"	"'Regulation of genes associated with aging'"
"VCP"	"'Changes in gene activity extend non-mammalian lifespan'"
"POLG"	"'Age-related changes in gene expression, methylation or protein activity'"
"POLG"	"'Regulation of genes associated with aging'"
"POLG"	"'Changes in gene activity reduce mammalian lifespan'"
"POLG"	"'Changes in gene activity enhance age-related deterioration'"
"IGFBP3"	"'Age-related changes in gene expression, methylation or protein activity'"
"IGFBP3"	"'Association of genetic variants and gene expression levels with longevity'"
"IGFBP3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"HSP90AA1"	"'Age-related changes in gene expression, methylation or protein activity'"
"HSP90AA1"	"'Regulation of genes associated with aging'"
"NR3C1"	"'Association of genetic variants and gene expression levels with longevity'"
"NR3C1"	"'Age-related changes in gene expression, methylation or protein activity'"
"NR3C1"	"'Changes in gene activity reduce mammalian lifespan'"
"NR3C1"	"'Changes in gene activity enhance age-related deterioration'"
"EGR1"	"'Age-related changes in gene expression, methylation or protein activity'"
"EGR1"	"'Changes in gene activity extend non-mammalian lifespan'"
"EGR1"	"'Regulation of genes associated with aging'"
"EGR1"	"'Changes in gene activity protect against age-related impairment'"
"EGR1"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"VEGFA"	"'Association of genetic variants and gene expression levels with longevity'"
"VEGFA"	"'Age-related changes in gene expression, methylation or protein activity'"
"VEGFA"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"VEGFA"	"'Regulation of genes associated with aging'"
"VEGFA"	"'Changes in gene activity enhance age-related deterioration'"
"VEGFA"	"'Changes in gene activity extend mammalian lifespan'"
"VEGFA"	"'Changes in gene activity protect against age-related impairment'"
"BRCA2"	"'Age-related changes in gene expression, methylation or protein activity'"
"BRCA2"	"'Regulation of genes associated with aging'"
"TOP2B"	"'Age-related changes in gene expression, methylation or protein activity'"
"TOP2B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NFKB1"	"'Association of genetic variants and gene expression levels with longevity'"
"NFKB1"	"'Age-related changes in gene expression, methylation or protein activity'"
"NFKB1"	"'Changes in gene activity reduce mammalian lifespan'"
"NFKB1"	"'Changes in gene activity enhance age-related deterioration'"
"TOP1"	"'Age-related changes in gene expression, methylation or protein activity'"
"RAD51"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RAD51"	"'Regulation of genes associated with aging'"
"RAD51"	"'Age-related changes in gene expression, methylation or protein activity'"
"RAD51"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"TNF"	"'Age-related changes in gene expression, methylation or protein activity'"
"TNF"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TNF"	"'Changes in gene activity protect against age-related impairment'"
"TNF"	"'Association of genetic variants and gene expression levels with longevity'"
"TNF"	"'Regulation of genes associated with aging'"
"CEBPA"	"'Age-related changes in gene expression, methylation or protein activity'"
"CEBPA"	"'Changes in gene activity enhance age-related deterioration'"
"CEBPB"	"'Changes in gene activity extend mammalian lifespan'"
"CEBPB"	"'Age-related changes in gene expression, methylation or protein activity'"
"CEBPB"	"'Regulation of genes associated with aging'"
"CEBPB"	"'Changes in gene activity protect against age-related impairment'"
"CEBPB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MXI1"	"'Age-related changes in gene expression, methylation or protein activity'"
"MXI1"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"TGFB1"	"'Age-related changes in gene expression, methylation or protein activity'"
"TGFB1"	"'Changes in gene activity protect against age-related impairment'"
"TGFB1"	"'Regulation of genes associated with aging'"
"TGFB1"	"'Changes in gene activity extend non-mammalian lifespan'"
"TGFB1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"ERCC6"	"'Regulation of genes associated with aging'"
"ERCC6"	"'Changes in gene activity enhance age-related deterioration'"
"ERCC6"	"'Association of the gene with accelerated aging in humans'"
"EP300"	"'Age-related changes in gene expression, methylation or protein activity'"
"PML"	"'Age-related changes in gene expression, methylation or protein activity'"
"PML"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PML"	"'Regulation of genes associated with aging'"
"PML"	"'Changes in gene activity protect against age-related impairment'"
"GSK3B"	"'Changes in gene activity extend non-mammalian lifespan'"
"GSK3B"	"'Age-related changes in gene expression, methylation or protein activity'"
"GSK3B"	"'Regulation of genes associated with aging'"
"GSK3B"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"GSK3B"	"'Changes in gene activity reduce non-mammalian lifespan'"
"GSK3B"	"'Changes in gene activity enhance age-related deterioration'"
"GSK3B"	"'Changes in gene activity protect against age-related impairment'"
"HTT"	"'Changes in gene activity extend mammalian lifespan'"
"HTT"	"'Changes in gene activity protect against age-related impairment'"
"HTT"	"'Regulation of genes associated with aging'"
"HTT"	"'Association of genetic variants and gene expression levels with longevity'"
"PRKCA"	"'Age-related changes in gene expression, methylation or protein activity'"
"PRKCA"	"'Changes in gene activity enhance age-related deterioration'"
"PRKCA"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SSTR3"	"'Age-related changes in gene expression, methylation or protein activity'"
"HELLS"	"'Age-related changes in gene expression, methylation or protein activity'"
"HELLS"	"'Regulation of genes associated with aging'"
"HELLS"	"'Changes in gene activity enhance age-related deterioration'"
"HELLS"	"'Changes in gene activity reduce mammalian lifespan'"
"APOC3"	"'Association of genetic variants and gene expression levels with longevity'"
"EEF2"	"'Age-related changes in gene expression, methylation or protein activity'"
"EEF2"	"'Changes in gene activity reduce non-mammalian lifespan'"
"EEF2"	"'Changes in gene activity extend non-mammalian lifespan'"
"ERCC3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ERCC3"	"'Regulation of genes associated with aging'"
"TERF1"	"'Age-related changes in gene expression, methylation or protein activity'"
"TERF1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TERF1"	"'Association of genetic variants and gene expression levels with longevity'"
"TERF1"	"'Changes in gene activity protect against age-related impairment'"
"TERF1"	"'Changes in gene activity enhance age-related deterioration'"
"PRKDC"	"'Age-related changes in gene expression, methylation or protein activity'"
"PRKDC"	"'Regulation of genes associated with aging'"
"PRKDC"	"'Changes in gene activity protect against age-related impairment'"
"PRKDC"	"'Changes in gene activity reduce mammalian lifespan'"
"PRKDC"	"'Changes in gene activity enhance age-related deterioration'"
"CAT"	"'Changes in gene activity extend mammalian lifespan'"
"CAT"	"'Age-related changes in gene expression, methylation or protein activity'"
"CAT"	"'Changes in gene activity protect against age-related impairment'"
"ERCC5"	"'Association of the gene with accelerated aging in humans'"
"ERCC5"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ERCC5"	"'Changes in gene activity reduce mammalian lifespan'"
"ERCC5"	"'Changes in gene activity enhance age-related deterioration'"
"AR"	"'Age-related changes in gene expression, methylation or protein activity'"
"AR"	"'Changes in gene activity enhance age-related deterioration'"
"AR"	"'Changes in gene activity reduce mammalian lifespan'"
"XRCC5"	"'Regulation of genes associated with aging'"
"XRCC5"	"'Changes in gene activity reduce mammalian lifespan'"
"XRCC5"	"'Changes in gene activity enhance age-related deterioration'"
"PCNA"	"'Age-related changes in gene expression, methylation or protein activity'"
"FEN1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"FEN1"	"'Association of genetic variants and gene expression levels with longevity'"
"FEN1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FAS"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TERF2"	"'Regulation of genes associated with aging'"
"TERF2"	"'Changes in gene activity enhance age-related deterioration'"
"TERF2"	"'Age-related changes in gene expression, methylation or protein activity'"
"TERF2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"XRCC6"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"XRCC6"	"'Changes in gene activity reduce mammalian lifespan'"
"XRCC6"	"'Changes in gene activity enhance age-related deterioration'"
"XRCC6"	"'Changes in gene activity extend non-mammalian lifespan'"
"POLD1"	"'Age-related changes in gene expression, methylation or protein activity'"
"POLD1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"BAX"	"'Age-related changes in gene expression, methylation or protein activity'"
"RB1"	"'Regulation of genes associated with aging'"
"RB1"	"'Changes in gene activity protect against age-related impairment'"
"RB1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"RB1"	"'Changes in gene activity enhance age-related deterioration'"
"RB1"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"RB1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FOXO3"	"'Association of genetic variants and gene expression levels with longevity'"
"FOXO3"	"'Changes in gene activity extend non-mammalian lifespan'"
"FOXO3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FOXO3"	"'Changes in gene activity protect against age-related impairment'"
"FOXO3"	"'Changes in gene activity reduce non-mammalian lifespan'"
"FOXO3"	"'Regulation of genes associated with aging'"
"FOXO1"	"'Association of genetic variants and gene expression levels with longevity'"
"FOXO1"	"'Age-related changes in gene expression, methylation or protein activity'"
"FOXO1"	"'Regulation of genes associated with aging'"
"FOXO1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FOXO1"	"'Changes in gene activity extend non-mammalian lifespan'"
"FOXO1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"HSF1"	"'Changes in gene activity extend non-mammalian lifespan'"
"HSF1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"HSF1"	"'Changes in gene activity protect against age-related impairment'"
"XPA"	"'Changes in gene activity reduce non-mammalian lifespan'"
"XPA"	"'Changes in gene activity enhance age-related deterioration'"
"MSRA"	"'Changes in gene activity extend non-mammalian lifespan'"
"MSRA"	"'Age-related changes in gene expression, methylation or protein activity'"
"MSRA"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"MSRA"	"'Changes in gene activity reduce mammalian lifespan'"
"MSRA"	"'Changes in gene activity reduce non-mammalian lifespan'"
"MSRA"	"'Changes in gene activity protect against age-related impairment'"
"MSRA"	"'Changes in gene activity enhance age-related deterioration'"
"RECQL4"	"'Association of the gene with accelerated aging in humans'"
"RECQL4"	"'Regulation of genes associated with aging'"
"SOD2"	"'Age-related changes in gene expression, methylation or protein activity'"
"SOD2"	"'Changes in gene activity protect against age-related impairment'"
"SOD2"	"'Changes in gene activity extend non-mammalian lifespan'"
"SOD2"	"'Changes in gene activity reduce mammalian lifespan'"
"SOD2"	"'Changes in gene activity enhance age-related deterioration'"
"SOD2"	"'Association of genetic variants and gene expression levels with longevity'"
"SOD1"	"'Age-related changes in gene expression, methylation or protein activity'"
"SOD1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SOD1"	"'Changes in gene activity protect against age-related impairment'"
"SOD1"	"'Changes in gene activity reduce mammalian lifespan'"
"SOD1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"SOD1"	"'Changes in gene activity extend non-mammalian lifespan'"
"SOD1"	"'Changes in gene activity enhance age-related deterioration'"
"FOXM1"	"'Age-related changes in gene expression, methylation or protein activity'"
"FOXM1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FOXM1"	"'Regulation of genes associated with aging'"
"FOXM1"	"'Changes in gene activity protect against age-related impairment'"
"FOXM1"	"'Changes in gene activity enhance age-related deterioration'"
